Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,NtQueryFullAttributesFile
0,0,0.0,34,4.0,19.0,21.0,0,246.0,3,0.0,630.0,0.0,16.0,17,0,0.0,0,55.0,140.0,29,2.0,5,7,2.0,0,0.0,0.0,0.0,0,3311.0,66.0,0.0,0.0,1063.0,0.0,573.0,0,0,0.0,2499.0,13.0,23,5105.0,8.0,0.0,7.0,2.0,0.0,109.0,6.0,0.0,7.0,223.0,94.0,0,1999.0,0,0
0,0,0.0,14,6.0,34.0,39.0,46,266.0,15,0.0,1305.0,0.0,0.0,0,2,13.0,0,110.0,275.0,13,0.0,3,7,4.0,0,0.0,93.0,1.0,0,0.0,65.0,481.0,110.0,331.0,74.0,398.0,0,1,0.0,85.0,4.0,0,572.0,0.0,6.0,48.0,3.0,0.0,0.0,4.0,2.0,0.0,104.0,4.0,0,0.0,0,0
0,0,0.0,23,0.0,31.0,88.0,52,356.0,1,88.0,54.0,52.0,0.0,0,0,0.0,0,6.0,1269.0,0,0.0,5,8,0.0,0,0.0,161.0,2.0,0,232.0,68.0,168.0,0.0,0.0,0.0,449.0,2,1,2.0,44.0,0.0,0,837.0,32.0,156.0,24.0,4.0,0.0,82.0,21.0,247.0,14.0,72.0,109.0,0,96.0,0,0
0,0,0.0,40,26.0,7.0,0.0,39,181.0,1,5.0,92.0,43.0,0.0,16,2,0.0,0,3.0,651.0,17,0.0,7,0,0.0,0,0.0,0.0,28.0,1,1891.0,32.0,234.0,246.0,0.0,0.0,352.0,0,0,3.0,91.0,0.0,0,839.0,16.0,12.0,0.0,4.0,0.0,34.0,4.0,305.0,0.0,287.0,24.0,0,51.0,0,0
0,0,0.0,38,0.0,11.0,28.0,48,260.0,0,0.0,695.0,32.0,0.0,19,0,0.0,0,8.0,887.0,0,1.0,1,43,1.0,0,2.0,898.0,0.0,0,309.0,1.0,198.0,1621.0,0.0,0.0,486.0,0,0,13.0,2680.0,13.0,20,977.0,0.0,660.0,0.0,0.0,0.0,1850.0,4.0,79.0,0.0,729.0,32.0,1,175.0,0,0
0,0,0.0,0,2.0,46.0,0.0,0,433.0,0,28.0,0.0,6.0,0.0,0,0,1.0,0,33.0,448.0,10,0.0,3,0,0.0,0,0.0,49.0,6.0,0,422.0,0.0,218.0,0.0,0.0,0.0,440.0,0,3,0.0,1044.0,0.0,0,634.0,0.0,67.0,8.0,0.0,0.0,108.0,6.0,63.0,0.0,122.0,9.0,0,746.0,0,0
0,0,0.0,10,3.0,0.0,0.0,35,47.0,1,0.0,37.0,0.0,0.0,0,0,0.0,54,2.0,788.0,44,0.0,1,14,11.0,0,0.0,190.0,9.0,2,0.0,14.0,29.0,48.0,0.0,0.0,3559.0,0,0,0.0,26.0,17.0,0,908.0,0.0,57.0,28.0,0.0,0.0,382.0,22.0,122.0,0.0,79.0,25.0,0,352.0,0,0
0,0,0.0,32,3.0,3.0,35.0,10,513.0,6,1.0,40.0,6.0,0.0,1,4,0.0,66,3.0,502.0,0,0.0,15,8,0.0,0,0.0,0.0,29.0,1,0.0,45.0,239.0,27.0,0.0,21.0,439.0,0,0,4.0,88.0,0.0,0,198.0,0.0,120.0,8.0,0.0,0.0,0.0,4.0,18.0,0.0,223.0,28.0,1,524.0,0,0
0,0,0.0,29,3.0,33.0,0.0,36,553.0,1,30.0,101.0,0.0,0.0,3,1,0.0,50,6.0,806.0,6,0.0,9,8,14.0,0,0.0,386.0,20.0,0,0.0,65.0,117.0,17.0,0.0,0.0,0.0,0,0,1.0,43.0,6.0,0,3811.0,0.0,217.0,11.0,0.0,0.0,119.0,28.0,122.0,0.0,38.0,613.0,0,117.0,0,0
0,0,0.0,0,4.0,2.0,13.0,611,447.0,8,0.0,290.0,0.0,0.0,0,0,0.0,0,0.0,37.0,0,0.0,5,0,0.0,0,0.0,9.0,5.0,1,1864.0,221.0,122.0,0.0,103.0,0.0,261.0,0,0,36.0,0.0,17.0,0,1231.0,32.0,85.0,49.0,0.0,0.0,27.0,5.0,128.0,0.0,171.0,0.0,0,0.0,0,0
0,0,0.0,38,1.0,4.0,6.0,896,0.0,6,3.0,45.0,4.0,10.0,16,2,0.0,0,7.0,106.0,0,0.0,0,8,0.0,0,0.0,62.0,7.0,1,0.0,55.0,5.0,1057.0,0.0,65.0,287.0,0,0,6.0,77.0,9.0,0,1074.0,0.0,0.0,2.0,3.0,0.0,25.0,4.0,0.0,0.0,249.0,12.0,0,138.0,0,0
0,0,2.0,17,0.0,2.0,0.0,54,392.0,6,54.0,0.0,9.0,14.0,0,0,0.0,0,24.0,222.0,0,1.0,4,9,20.0,0,0.0,0.0,18.0,0,14.0,76.0,265.0,0.0,944.0,0.0,611.0,3,0,0.0,79.0,4.0,0,0.0,0.0,95.0,35.0,1.0,0.0,6.0,7.0,0.0,0.0,88.0,122.0,1,116.0,0,0
0,0,0.0,1,23.0,11.0,75.0,31,580.0,15,51.0,593.0,10.0,7.0,3,0,0.0,0,19.0,103.0,0,0.0,4,7,0.0,0,0.0,376.0,13.0,1,0.0,58.0,58.0,0.0,6607.0,0.0,5058.0,0,0,7.0,87.0,0.0,0,9709.0,0.0,0.0,13.0,3.0,0.0,25.0,72.0,5304.0,0.0,185.0,0.0,0,0.0,0,0
0,0,0.0,31,0.0,2.0,0.0,18,420.0,3,11.0,96.0,0.0,0.0,0,0,0.0,0,2.0,1050.0,0,0.0,5,8,0.0,0,0.0,480.0,0.0,0,0.0,68.0,302.0,0.0,0.0,0.0,280.0,0,0,36.0,79.0,2.0,0,366.0,0.0,80.0,26.0,5.0,0.0,67.0,5.0,52.0,22.0,0.0,90.0,0,172.0,0,0
0,0,0.0,288,5.0,2.0,12.0,46,64.0,4,50.0,625.0,25.0,0.0,0,1,0.0,0,60.0,194.0,0,0.0,1,0,0.0,0,0.0,2615.0,14.0,2,0.0,66.0,57.0,0.0,0.0,0.0,0.0,0,0,2.0,67.0,0.0,0,1222.0,0.0,61.0,46.0,4.0,0.0,0.0,236.0,284.0,31.0,302.0,362.0,0,86.0,0,0
0,0,0.0,25,15.0,9.0,0.0,49,5941.0,8,3.0,105.0,10.0,3.0,0,0,0.0,6,1.0,859.0,28,0.0,5,0,0.0,0,0.0,0.0,14.0,0,138.0,47.0,684.0,1664.0,0.0,56.0,227.0,0,0,0.0,236.0,0.0,0,6.0,0.0,2491.0,22.0,4.0,0.0,109.0,30.0,221.0,1.0,133.0,23.0,1,93.0,0,0
0,0,0.0,29,21.0,4.0,0.0,48,144.0,1,7.0,43.0,11.0,0.0,0,0,0.0,0,6.0,217.0,24,1.0,3,7,1.0,0,0.0,415.0,41.0,2,3872.0,14.0,0.0,0.0,0.0,7.0,39.0,0,0,3.0,444.0,0.0,9,152.0,0.0,0.0,22.0,4.0,0.0,171.0,5.0,86.0,0.0,0.0,48.0,0,56.0,0,0
0,0,0.0,3,3.0,14.0,581.0,29,9101.0,10,8.0,94.0,1.0,12.0,8,0,1.0,0,3.0,146.0,0,1.0,9,7,0.0,0,0.0,338.0,25.0,1,135.0,50.0,532.0,0.0,0.0,0.0,413.0,0,0,3.0,92.0,14.0,0,0.0,10.0,26.0,0.0,2.0,0.0,24.0,7.0,130.0,93.0,292.0,32.0,0,127.0,0,0
0,0,0.0,31,0.0,0.0,0.0,0,296.0,4,0.0,261.0,0.0,0.0,1,0,0.0,0,4.0,457.0,0,0.0,4,1,0.0,0,0.0,462.0,0.0,1,160.0,26.0,479.0,0.0,943.0,0.0,328.0,3,0,4.0,49.0,0.0,0,2.0,0.0,49.0,415.0,1.0,0.0,0.0,6.0,0.0,0.0,379.0,5.0,0,36.0,0,0
0,0,0.0,12,4.0,7.0,0.0,37,0.0,19,0.0,12.0,0.0,0.0,4,0,0.0,0,9.0,207.0,0,1.0,10,0,0.0,0,0.0,355.0,26.0,2,309.0,78.0,147.0,0.0,10267.0,83.0,362.0,0,0,0.0,60.0,10.0,0,403.0,0.0,136.0,232.0,0.0,0.0,118.0,0.0,0.0,115.0,109.0,353.0,0,23.0,0,0
0,0,0.0,5,2.0,20.0,0.0,0,434.0,5,0.0,32.0,0.0,24.0,0,1,0.0,34,6.0,92.0,0,1.0,4,8,0.0,0,0.0,437.0,7.0,0,2403.0,55.0,137.0,0.0,240.0,0.0,294.0,0,1,4.0,20.0,6.0,0,437.0,0.0,8.0,33.0,2.0,0.0,142.0,23.0,0.0,8.0,190.0,62.0,0,1204.0,0,0
0,0,0.0,9,13.0,44.0,32.0,25,541.0,7,3.0,0.0,0.0,0.0,3,3,1.0,4,8.0,48.0,96,1.0,1,3,0.0,0,2.0,52.0,38.0,0,0.0,22.0,42.0,247.0,0.0,0.0,0.0,0,3,4.0,53.0,7.0,0,261.0,0.0,65.0,26.0,2.0,0.0,150.0,189.0,0.0,0.0,99.0,0.0,0,2022.0,0,0
0,0,0.0,24,5.0,27.0,0.0,57,206.0,5,5.0,66.0,26.0,0.0,20,0,0.0,0,21.0,512.0,0,0.0,8,1,0.0,0,1.0,695.0,34.0,41,317.0,20.0,199.0,0.0,0.0,19.0,48.0,0,1,80.0,2620.0,19.0,0,26070.0,0.0,132.0,51.0,0.0,0.0,89.0,5.0,0.0,10.0,197.0,110.0,1,0.0,0,0
0,0,0.0,26,4.0,17.0,0.0,0,327.0,16,7.0,67.0,13.0,0.0,0,1,1.0,0,13.0,519.0,3,1.0,4,6,0.0,0,0.0,453.0,5.0,0,449.0,0.0,430.0,0.0,0.0,0.0,471.0,0,0,8.0,48.0,26.0,0,914.0,0.0,276.0,0.0,4.0,0.0,89.0,6.0,225.0,0.0,14.0,39.0,1,90.0,0,0
0,0,0.0,12,24.0,11.0,0.0,1608,400.0,4,30.0,70.0,0.0,217.0,12,2,0.0,0,5.0,37.0,1749,0.0,4,14,0.0,0,0.0,98.0,23.0,1,0.0,114.0,2.0,0.0,1137.0,23.0,590.0,0,1,21.0,109.0,33.0,0,624.0,0.0,0.0,46.0,0.0,0.0,810.0,235.0,67.0,0.0,87.0,22.0,0,0.0,0,0
0,0,0.0,46,5.0,1.0,0.0,41,181.0,1,5.0,515.0,20.0,26.0,21,2,3.0,0,14.0,98.0,0,0.0,9,8,0.0,0,1.0,438.0,6.0,0,210.0,0.0,424.0,0.0,0.0,0.0,0.0,0,0,64.0,90.0,0.0,0,738.0,0.0,47.0,13.0,3.0,0.0,57.0,6.0,217.0,0.0,221.0,86.0,0,25.0,0,0
0,0,2.0,32,1.0,27.0,0.0,35,399.0,7,0.0,394.0,0.0,0.0,1,0,0.0,0,54.0,71.0,0,0.0,4,8,0.0,0,0.0,593.0,1.0,1,101.0,19.0,265.0,0.0,0.0,0.0,0.0,0,1,3.0,74.0,1.0,0,1309.0,46.0,16.0,46.0,4.0,0.0,0.0,7.0,58.0,0.0,0.0,66.0,0,0.0,0,0
0,0,0.0,25,6.0,0.0,0.0,0,39.0,1,10.0,110.0,17.0,0.0,0,3,0.0,0,18.0,391.0,1129,0.0,0,0,9.0,6,0.0,365.0,4.0,1,0.0,59.0,26.0,0.0,0.0,0.0,4591.0,0,0,2.0,10.0,28.0,0,1470.0,70.0,106.0,47.0,0.0,0.0,0.0,0.0,0.0,81.0,240.0,17.0,0,0.0,0,0
0,0,0.0,43,0.0,28.0,0.0,64,469.0,1,27.0,87.0,47.0,104.0,16,0,0.0,0,36.0,513.0,0,0.0,4,0,1.0,0,6.0,755.0,8.0,0,0.0,216.0,52.0,0.0,828.0,1707.0,2812.0,0,0,0.0,0.0,1.0,0,310.0,0.0,116.0,38.0,0.0,0.0,0.0,2.0,4249.0,6.0,254.0,44.0,0,2040.0,0,0
0,0,0.0,12,3.0,6.0,44.0,46,435.0,8,10.0,35.0,0.0,0.0,17,4,0.0,0,0.0,1172.0,0,1.0,18,7,0.0,0,0.0,306.0,7.0,0,15.0,60.0,28.0,0.0,985.0,15.0,265.0,0,0,1.0,948.0,7.0,0,0.0,0.0,109.0,26.0,2.0,0.0,3.0,5.0,0.0,0.0,58.0,25.0,0,66.0,0,0
0,0,0.0,22,4.0,14.0,0.0,22,464.0,7,24.0,87.0,31.0,0.0,0,0,6.0,0,76.0,482.0,17,2.0,4,0,0.0,0,0.0,0.0,6.0,23,96.0,48.0,636.0,0.0,0.0,0.0,648.0,0,0,0.0,73.0,7.0,0,0.0,0.0,24.0,0.0,4.0,0.0,132.0,35.0,0.0,110.0,235.0,31.0,0,176.0,0,0
0,0,0.0,52,1.0,43.0,24.0,48,538.0,6,8.0,41.0,0.0,122.0,14,1,0.0,0,124.0,356.0,0,0.0,10,2,9.0,0,10.0,432.0,16.0,0,0.0,35.0,496.0,14.0,2768.0,0.0,184.0,0,0,3.0,0.0,0.0,0,415.0,0.0,55.0,12.0,2.0,0.0,98.0,98.0,127.0,0.0,0.0,16.0,0,568.0,0,0
0,0,0.0,36,4.0,4.0,0.0,63,345.0,1,0.0,38.0,27.0,9.0,12,2,3.0,0,15.0,403.0,0,30.0,5,13,0.0,0,0.0,428.0,6.0,0,229.0,229.0,468.0,1096.0,750.0,0.0,0.0,0,0,25.0,115.0,32.0,25,134.0,64.0,0.0,50.0,0.0,0.0,79.0,4.0,56.0,0.0,284.0,39.0,0,801.0,0,0
0,0,0.0,22,2.0,1.0,0.0,6,505.0,3,0.0,10.0,19.0,4.0,0,1,0.0,0,38.0,133.0,467,13.0,5,7,2.0,0,0.0,0.0,31.0,0,73.0,76.0,294.0,0.0,0.0,81.0,222.0,0,0,1.0,59.0,3.0,0,517.0,0.0,107.0,38.0,4.0,0.0,115.0,3.0,56.0,0.0,143.0,339.0,0,0.0,0,0
0,0,0.0,13,5.0,8.0,0.0,0,442.0,1,21.0,0.0,6.0,70.0,17,2,35.0,0,8.0,1227.0,9,3.0,5,9,0.0,0,0.0,499.0,12.0,0,0.0,47.0,22.0,0.0,22.0,0.0,595.0,0,0,5.0,2161.0,32.0,0,2074.0,17.0,123.0,7.0,4.0,0.0,142.0,6.0,0.0,0.0,262.0,249.0,0,74.0,0,0
0,0,10.0,139,4.0,3.0,0.0,23,182.0,1,1.0,0.0,57.0,0.0,0,2,0.0,0,60.0,160.0,785,0.0,5,8,0.0,0,0.0,238.0,22.0,1,0.0,50.0,363.0,363.0,1353.0,0.0,660.0,0,1,0.0,2209.0,15.0,0,678.0,0.0,130.0,36.0,3.0,0.0,133.0,0.0,0.0,104.0,235.0,43.0,1,113.0,0,0
0,0,0.0,11,5.0,16.0,0.0,48,300.0,7,1.0,297.0,0.0,227.0,0,0,4.0,0,27.0,55.0,4,0.0,15,6,14.0,0,0.0,432.0,0.0,0,0.0,82.0,138.0,0.0,170.0,11.0,0.0,0,0,5.0,0.0,0.0,0,4129.0,0.0,51.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,241.0,32.0,0,72.0,0,0
0,0,0.0,44,1.0,6.0,0.0,34,56.0,6,25.0,93.0,69.0,0.0,12,0,0.0,0,32.0,700.0,13,1.0,10,9,0.0,0,0.0,566.0,188.0,2,88.0,12.0,140.0,0.0,0.0,37.0,537.0,0,0,0.0,2417.0,8.0,0,8891.0,0.0,24.0,0.0,3.0,0.0,95.0,3.0,0.0,0.0,249.0,30.0,0,84.0,0,0
0,0,0.0,43,13.0,24.0,64.0,26,414.0,22,33.0,0.0,55.0,0.0,1,0,2.0,29,0.0,39.0,0,0.0,5,8,0.0,0,0.0,420.0,27.0,1,0.0,28.0,41.0,0.0,828.0,1811.0,312.0,0,3,0.0,22.0,9.0,0,0.0,0.0,118.0,26.0,2.0,0.0,167.0,4.0,6.0,0.0,188.0,41.0,0,2191.0,0,0
0,0,0.0,41,1.0,4.0,39.0,48,0.0,0,10.0,103.0,26.0,11.0,0,0,19.0,0,11.0,1438.0,0,0.0,5,7,0.0,0,6.0,420.0,0.0,1,232.0,40.0,109.0,59.0,557.0,62.0,0.0,0,0,12.0,93.0,16.0,2,5650.0,0.0,108.0,1.0,3.0,0.0,86.0,3.0,121.0,0.0,302.0,102.0,0,0.0,0,0
0,0,0.0,35,2.0,5.0,0.0,44,121.0,1,1.0,76.0,40.0,0.0,0,3,1.0,0,9.0,1311.0,0,0.0,0,7,1.0,0,0.0,369.0,1.0,1,145.0,43.0,503.0,3.0,10952.0,1940.0,352.0,0,0,19.0,2546.0,2.0,0,39453.0,36.0,42.0,30.0,3.0,0.0,72.0,2.0,0.0,81.0,323.0,105.0,2,365.0,0,0
0,0,0.0,0,0.0,4.0,0.0,11,2861.0,1,0.0,382.0,39.0,61.0,13,0,0.0,0,0.0,345.0,43,0.0,1,0,0.0,0,2.0,74.0,11.0,0,133.0,198.0,94.0,0.0,0.0,0.0,126.0,0,0,0.0,0.0,32.0,0,0.0,0.0,88.0,18.0,4.0,0.0,0.0,89.0,34.0,0.0,76.0,0.0,0,116.0,0,0
0,0,0.0,8,7.0,0.0,19.0,0,7218.0,12,0.0,29.0,9.0,0.0,10,2,0.0,0,0.0,3748.0,0,0.0,4,0,0.0,0,87.0,0.0,30.0,1,0.0,0.0,103.0,0.0,0.0,0.0,453.0,0,0,3.0,45.0,0.0,0,42.0,0.0,67.0,4.0,4.0,0.0,151.0,2.0,266.0,0.0,211.0,52.0,1,17.0,0,0
0,0,0.0,29,4.0,38.0,0.0,5,128.0,1,0.0,30.0,3.0,0.0,0,0,0.0,0,9.0,120.0,56,4.0,5,0,0.0,0,0.0,492.0,12.0,1,190.0,72.0,279.0,1667.0,14602.0,0.0,306.0,0,0,0.0,4.0,0.0,1,646.0,0.0,0.0,5.0,0.0,0.0,87.0,6.0,20.0,0.0,148.0,0.0,0,93.0,0,0
0,0,0.0,9,64.0,42.0,0.0,45,1637.0,1,51.0,1316.0,39.0,3.0,0,0,0.0,0,2.0,144.0,2,0.0,4,13,14.0,0,0.0,577.0,15.0,1,0.0,6.0,267.0,327.0,21.0,0.0,570.0,0,1,5.0,48.0,0.0,0,4084.0,1.0,110.0,7.0,0.0,0.0,82.0,2.0,1999.0,0.0,269.0,30.0,0,594.0,0,0
0,0,1.0,1,3.0,4.0,5.0,0,486.0,1,2.0,48.0,69.0,12.0,0,15,1.0,0,44.0,311.0,0,0.0,4,18,14.0,0,0.0,520.0,32.0,1,0.0,52.0,15.0,0.0,0.0,8.0,406.0,0,1,0.0,0.0,33.0,0,5148.0,48.0,125.0,42.0,0.0,0.0,106.0,0.0,178.0,0.0,213.0,102.0,0,2561.0,0,0
0,0,3.0,44,4.0,19.0,28.0,32,482.0,0,43.0,183.0,41.0,21.0,0,0,1.0,0,0.0,123.0,0,0.0,4,0,0.0,0,0.0,602.0,6.0,2,136.0,64.0,390.0,58.0,4606.0,0.0,300.0,0,0,0.0,4.0,16.0,0,0.0,0.0,0.0,26.0,4.0,0.0,46.0,16.0,160.0,0.0,108.0,67.0,0,1.0,0,0
0,0,0.0,16,5.0,54.0,586.0,60,1314.0,7,0.0,30.0,42.0,0.0,18,1,0.0,2,12.0,1036.0,0,0.0,1,10,3.0,0,0.0,587.0,25.0,0,170.0,14.0,465.0,155.0,11405.0,0.0,2973.0,0,0,0.0,758.0,0.0,0,635.0,0.0,1888.0,5.0,4.0,0.0,102.0,79.0,17.0,0.0,125.0,655.0,1,40.0,0,0
0,0,0.0,23,0.0,43.0,18.0,22,9838.0,5,19.0,80.0,31.0,8.0,1,2,1.0,1690,9.0,1063.0,0,1.0,5,20,1.0,0,0.0,255.0,0.0,0,0.0,262.0,199.0,0.0,0.0,0.0,309.0,0,0,0.0,9.0,12.0,0,0.0,0.0,64.0,12.0,4.0,0.0,97.0,6.0,45.0,0.0,288.0,6.0,0,674.0,0,0
0,0,0.0,5,0.0,46.0,0.0,54,244.0,8,57.0,0.0,0.0,0.0,12,1,0.0,0,0.0,391.0,0,7.0,4,0,0.0,0,4.0,686.0,9.0,1,0.0,40.0,154.0,0.0,0.0,56.0,730.0,0,2,0.0,0.0,0.0,0,0.0,0.0,131.0,33.0,0.0,0.0,96.0,2.0,0.0,0.0,100.0,59.0,0,0.0,0,0
0,0,0.0,29,0.0,33.0,16.0,55,567.0,0,0.0,21.0,55.0,0.0,13,0,0.0,0,11.0,441.0,0,1.0,4,8,1.0,0,0.0,386.0,3.0,1,79.0,31.0,53.0,42.0,278.0,0.0,182.0,0,1,1.0,75.0,2.0,0,946.0,0.0,0.0,51.0,3.0,0.0,75.0,6.0,302.0,1.0,344.0,90.0,0,826.0,0,0
0,0,0.0,38,8.0,0.0,0.0,52,49.0,3,0.0,681.0,21.0,0.0,0,0,0.0,0,18.0,463.0,0,0.0,5,0,0.0,0,0.0,490.0,0.0,0,17.0,61.0,212.0,0.0,0.0,0.0,403.0,0,0,50.0,1761.0,16.0,0,78.0,20.0,33.0,145.0,0.0,0.0,60.0,3.0,121.0,0.0,157.0,105.0,0,29.0,0,0
0,0,0.0,9,23.0,7.0,0.0,53,158.0,5,0.0,55.0,0.0,9.0,0,2,0.0,32,34.0,178.0,0,0.0,5,9,2.0,0,0.0,456.0,2.0,3,206.0,35.0,416.0,0.0,0.0,0.0,349.0,0,0,40.0,1738.0,33.0,0,2364.0,0.0,37.0,36.0,14.0,0.0,101.0,6.0,99.0,0.0,0.0,29.0,0,2629.0,0,0
